age,workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,label,pa
40.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,,40.0,United-States,1,1
38.0,Private,,10.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,48.0,United-States,1,1
71.0,,10th,,Married-civ-spouse,,,White,0.0,0.0,40.0,United-States,0,1
51.0,Private,Some-college,10.0,,Adm-clerical,,White,0.0,0.0,40.0,United-States,0,0
52.0,,Some-college,10.0,Never-married,Adm-clerical,Unmarried,White,0.0,0.0,5.0,,0,1
30.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,0.0,,40.0,,0,0
34.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,7688.0,0.0,40.0,,1,1
38.0,Private,10th,6.0,Divorced,Machine-op-inspct,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
43.0,Federal-gov,Assoc-voc,11.0,,Prof-specialty,Not-in-family,White,13550.0,0.0,,United-States,1,0
43.0,Private,11th,7.0,Never-married,Transport-moving,Not-in-family,,0.0,,42.0,United-States,0,1
36.0,Federal-gov,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,Black,13550.0,,,United-States,1,1
24.0,State-gov,Some-college,,Never-married,Adm-clerical,,White,0.0,0.0,40.0,,0,0
29.0,,1st-4th,2.0,,,Own-child,Asian-Pac-Islander,0.0,0.0,40.0,Philippines,0,1
55.0,,10th,6.0,Married-civ-spouse,Other-service,Wife,Black,0.0,0.0,40.0,,0,0
51.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,1902.0,60.0,United-States,1,1
43.0,,HS-grad,,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,0.0,0.0,40.0,United-States,0,0
28.0,Private,HS-grad,9.0,Divorced,Protective-serv,Not-in-family,,,0.0,40.0,United-States,0,1
54.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,0.0,,45.0,United-States,0,1
47.0,Private,Some-college,10.0,Married-civ-spouse,,Husband,,0.0,0.0,40.0,United-States,1,1
47.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,55.0,United-States,1,1
47.0,Private,Some-college,10.0,Married-civ-spouse,Other-service,Husband,,0.0,0.0,57.0,United-States,1,1
38.0,Private,Some-college,10.0,,Adm-clerical,Unmarried,White,6497.0,,35.0,United-States,0,0
60.0,Self-emp-not-inc,,3.0,Married-civ-spouse,Farming-fishing,Husband,White,0.0,0.0,40.0,United-States,0,1
19.0,Private,HS-grad,9.0,Never-married,Sales,Own-child,Amer-Indian-Eskimo,0.0,0.0,25.0,United-States,0,0
22.0,Private,,10.0,Never-married,,,Black,0.0,,25.0,United-States,0,0
55.0,,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,40.0,United-States,1,1
44.0,,Some-college,10.0,Separated,Sales,Other-relative,Black,0.0,0.0,35.0,United-States,0,0
53.0,Self-emp-not-inc,1st-4th,2.0,Married-civ-spouse,Exec-managerial,Husband,White,7688.0,0.0,67.0,Italy,1,1
44.0,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,,0.0,40.0,United-States,1,0
28.0,Federal-gov,Bachelors,,Never-married,,Not-in-family,White,0.0,0.0,50.0,United-States,0,1
30.0,Local-gov,Some-college,10.0,Never-married,Transport-moving,Unmarried,Black,0.0,0.0,40.0,United-States,0,0
39.0,Local-gov,HS-grad,,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,0.0,0.0,,United-States,0,0
,State-gov,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,0.0,0.0,40.0,United-States,0,0
24.0,,Bachelors,13.0,Never-married,Sales,Other-relative,White,0.0,0.0,40.0,United-States,0,0
27.0,Local-gov,Assoc-voc,11.0,Never-married,Protective-serv,Not-in-family,White,0.0,0.0,56.0,United-States,0,1
64.0,Self-emp-not-inc,5th-6th,3.0,Married-civ-spouse,Farming-fishing,Husband,,0.0,0.0,70.0,Canada,0,1
41.0,,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,0.0,0.0,40.0,United-States,1,1
,Private,,9.0,Never-married,Transport-moving,Own-child,White,0.0,0.0,40.0,United-States,0,1
61.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,30.0,United-States,0,1
27.0,Private,11th,,Divorced,Machine-op-inspct,Unmarried,,0.0,,40.0,United-States,0,0
49.0,Private,,10.0,,Adm-clerical,Not-in-family,White,0.0,0.0,32.0,United-States,0,0
20.0,Private,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
41.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,0.0,1876.0,40.0,United-States,0,0
28.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,0.0,0.0,40.0,,0,1
36.0,Private,HS-grad,,Divorced,Machine-op-inspct,Not-in-family,,,0.0,40.0,United-States,0,1
44.0,Self-emp-not-inc,Bachelors,13.0,Divorced,Craft-repair,Own-child,White,0.0,0.0,40.0,United-States,0,1
51.0,Private,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,White,7688.0,0.0,20.0,United-States,1,0
,Private,Some-college,,Divorced,Prof-specialty,Unmarried,Black,0.0,0.0,38.0,United-States,0,0
19.0,,HS-grad,,Never-married,Craft-repair,Not-in-family,,0.0,0.0,40.0,United-States,0,0
54.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,0.0,0.0,40.0,United-States,0,0
55.0,Self-emp-not-inc,,9.0,Divorced,Craft-repair,Not-in-family,White,,0.0,40.0,United-States,0,1
57.0,Private,Assoc-voc,11.0,Widowed,Prof-specialty,Not-in-family,White,0.0,,40.0,United-States,0,0
,Private,Some-college,10.0,Separated,Priv-house-serv,Not-in-family,White,0.0,0.0,30.0,Guatemala,0,0
51.0,Private,HS-grad,9.0,Divorced,Sales,Unmarried,White,0.0,0.0,,United-States,0,0
44.0,Private,HS-grad,,Divorced,Other-service,Not-in-family,White,,0.0,37.0,United-States,0,1
35.0,Local-gov,Assoc-voc,11.0,Married-civ-spouse,Protective-serv,Husband,White,0.0,0.0,42.0,United-States,0,1
40.0,Private,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
46.0,Private,7th-8th,4.0,Separated,Other-service,Not-in-family,White,0.0,0.0,32.0,United-States,0,0
25.0,,Some-college,,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,60.0,United-States,1,1
33.0,Private,Bachelors,13.0,,,,White,0.0,1408.0,36.0,United-States,0,1
32.0,Private,,10.0,Never-married,Machine-op-inspct,Other-relative,White,0.0,2205.0,40.0,,0,0
22.0,Private,HS-grad,9.0,Never-married,Tech-support,Not-in-family,,0.0,,40.0,United-States,0,0
39.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,0.0,0.0,40.0,Philippines,0,0
18.0,,HS-grad,9.0,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,0.0,0.0,,,0,1
43.0,Private,HS-grad,9.0,,Adm-clerical,Unmarried,Black,0.0,0.0,45.0,United-States,0,0
46.0,Private,HS-grad,9.0,Never-married,Tech-support,Other-relative,White,0.0,0.0,40.0,United-States,0,1
63.0,Private,,10.0,Married-civ-spouse,Sales,Husband,,7298.0,0.0,48.0,United-States,1,1
40.0,,Some-college,10.0,Married-civ-spouse,,Husband,White,0.0,,8.0,United-States,0,1
59.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,,60.0,United-States,1,1
40.0,,,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,0.0,40.0,United-States,0,0
23.0,,HS-grad,9.0,Never-married,Other-service,Own-child,White,0.0,0.0,35.0,,0,1
64.0,,,,,,Husband,White,0.0,0.0,,United-States,0,1
36.0,Private,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,60.0,United-States,0,1
48.0,Private,HS-grad,9.0,,,Unmarried,White,0.0,0.0,40.0,United-States,0,0
43.0,,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,0.0,0.0,40.0,United-States,1,0
18.0,Private,10th,6.0,Never-married,Other-service,Own-child,White,0.0,0.0,30.0,United-States,0,0
17.0,,11th,7.0,Never-married,Craft-repair,Own-child,White,0.0,0.0,16.0,United-States,0,1
36.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,50.0,,0,1
53.0,Private,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,,0.0,,United-States,1,1
36.0,State-gov,Some-college,,Divorced,Exec-managerial,Not-in-family,White,0.0,,39.0,United-States,0,0
,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
22.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,0.0,0.0,,United-States,0,0
34.0,Private,,13.0,Married-civ-spouse,,Husband,White,,0.0,40.0,United-States,1,1
39.0,,11th,7.0,,Other-service,Own-child,,0.0,0.0,40.0,United-States,0,1
57.0,Private,,10.0,Widowed,Other-service,Not-in-family,White,0.0,,40.0,United-States,0,0
30.0,,10th,6.0,Divorced,,Unmarried,White,0.0,0.0,40.0,United-States,0,0
37.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,,,0.0,0.0,,United-States,1,1
51.0,Private,HS-grad,9.0,,Machine-op-inspct,Husband,White,0.0,0.0,40.0,United-States,1,1
38.0,Private,,9.0,Never-married,Transport-moving,,White,0.0,0.0,40.0,United-States,0,1
34.0,Private,HS-grad,9.0,Never-married,Exec-managerial,Unmarried,White,0.0,0.0,,United-States,0,0
47.0,Federal-gov,HS-grad,9.0,,,Not-in-family,Black,0.0,0.0,40.0,Puerto-Rico,0,0
,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,0.0,0.0,40.0,United-States,0,1
25.0,Private,10th,6.0,Never-married,,Not-in-family,White,,0.0,24.0,Nicaragua,0,1
,Private,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,0.0,0.0,60.0,United-States,0,0
50.0,,Masters,14.0,Married-civ-spouse,Exec-managerial,,White,15024.0,0.0,65.0,United-States,1,1
,Private,HS-grad,9.0,Married-civ-spouse,,Husband,White,0.0,,40.0,,1,1
43.0,,Bachelors,13.0,Married-civ-spouse,,Husband,White,0.0,0.0,48.0,United-States,0,1
27.0,Private,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,0.0,1876.0,75.0,United-States,0,1
32.0,Private,HS-grad,9.0,Married-civ-spouse,,Husband,White,,0.0,50.0,United-States,0,1
44.0,Private,10th,,Never-married,Farming-fishing,Unmarried,White,0.0,0.0,35.0,United-States,0,1
19.0,Private,HS-grad,9.0,Never-married,Sales,Unmarried,Black,,0.0,20.0,United-States,0,0
53.0,Self-emp-inc,Some-college,10.0,Widowed,Exec-managerial,,,0.0,0.0,40.0,United-States,1,1
21.0,,HS-grad,,Never-married,Protective-serv,Not-in-family,White,0.0,0.0,40.0,,0,1
,Private,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,,0.0,40.0,United-States,0,1
68.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,,419.0,12.0,United-States,0,1
31.0,Private,Some-college,10.0,Married-civ-spouse,Sales,,White,0.0,2051.0,57.0,United-States,0,1
32.0,Private,Bachelors,13.0,Never-married,Exec-managerial,,White,0.0,,50.0,United-States,1,1
33.0,Private,Masters,14.0,Never-married,Adm-clerical,Own-child,White,0.0,0.0,40.0,United-States,0,1
49.0,,HS-grad,9.0,Never-married,,Not-in-family,,0.0,0.0,40.0,United-States,0,1
24.0,Private,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,65.0,United-States,0,1
30.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,,0.0,42.0,United-States,0,1
49.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,,0.0,40.0,United-States,1,1
18.0,,11th,7.0,Never-married,Handlers-cleaners,Not-in-family,Black,0.0,0.0,40.0,United-States,0,1
,State-gov,Some-college,,Never-married,Adm-clerical,Not-in-family,White,0.0,0.0,37.0,United-States,0,0
51.0,Private,HS-grad,9.0,,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
52.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,,United-States,0,1
52.0,,HS-grad,9.0,Divorced,,Other-relative,White,0.0,0.0,30.0,United-States,0,1
23.0,Local-gov,HS-grad,9.0,,Other-service,Own-child,Black,0.0,0.0,32.0,United-States,0,1
23.0,Self-emp-not-inc,,6.0,Never-married,Craft-repair,Not-in-family,White,0.0,0.0,60.0,United-States,0,1
36.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,48.0,United-States,0,1
19.0,Private,11th,7.0,Never-married,Craft-repair,Other-relative,,0.0,0.0,25.0,United-States,0,1
,Self-emp-not-inc,HS-grad,9.0,,Craft-repair,Husband,White,0.0,0.0,60.0,United-States,0,1
17.0,Private,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,0.0,0.0,25.0,United-States,0,1
69.0,Private,HS-grad,9.0,,,Not-in-family,White,,0.0,8.0,United-States,0,0
46.0,Local-gov,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,,0.0,40.0,United-States,0,0
33.0,Private,HS-grad,9.0,Separated,Tech-support,Not-in-family,White,0.0,0.0,46.0,,0,1
40.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,45.0,United-States,0,1
56.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,,0.0,60.0,,0,1
29.0,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,,White,0.0,0.0,40.0,United-States,0,1
41.0,Private,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,0.0,0.0,38.0,United-States,0,0
22.0,,HS-grad,9.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,45.0,United-States,0,1
28.0,Private,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,,40.0,United-States,0,1
31.0,Private,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,,46.0,United-States,0,1
35.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,40.0,,0,0
38.0,Private,,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,40.0,United-States,0,1
17.0,Private,,6.0,Never-married,Other-service,Own-child,White,0.0,,10.0,United-States,0,0
39.0,,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
27.0,Self-emp-not-inc,Some-college,10.0,Never-married,Other-service,Not-in-family,Black,0.0,0.0,40.0,United-States,0,1
50.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,0.0,0.0,40.0,United-States,0,0
56.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,0.0,,40.0,United-States,0,1
80.0,Self-emp-not-inc,,9.0,Married-civ-spouse,Farming-fishing,Husband,White,0.0,,20.0,United-States,0,1
38.0,Self-emp-not-inc,,10.0,Married-civ-spouse,Farming-fishing,Wife,,0.0,0.0,,United-States,0,0
52.0,State-gov,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,Black,0.0,0.0,40.0,United-States,1,1
26.0,Local-gov,Bachelors,13.0,Never-married,Prof-specialty,Own-child,Black,0.0,0.0,38.0,England,0,1
43.0,Private,HS-grad,9.0,Divorced,,Own-child,Asian-Pac-Islander,,0.0,40.0,South,0,0
45.0,Private,Bachelors,13.0,Never-married,Exec-managerial,,White,,0.0,42.0,United-States,0,0
41.0,Self-emp-inc,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,Black,,0.0,40.0,United-States,1,1
30.0,Private,Assoc-acdm,12.0,Divorced,Adm-clerical,Not-in-family,White,0.0,0.0,25.0,United-States,0,0
24.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,2407.0,0.0,40.0,United-States,0,1
43.0,Local-gov,Some-college,10.0,Divorced,Other-service,Unmarried,,0.0,0.0,20.0,United-States,0,0
44.0,Private,,13.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,70.0,United-States,1,1
54.0,Private,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,,0.0,0.0,40.0,United-States,0,1
23.0,Private,Bachelors,13.0,Never-married,Prof-specialty,,White,,2258.0,40.0,United-States,1,0
33.0,Self-emp-not-inc,HS-grad,,Married-civ-spouse,Sales,,White,0.0,0.0,60.0,United-States,1,1
18.0,Private,,7.0,Never-married,,,White,0.0,0.0,16.0,United-States,0,1
38.0,Private,Some-college,10.0,Separated,Prof-specialty,Unmarried,,0.0,0.0,40.0,Germany,0,0
41.0,,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,,0.0,45.0,United-States,0,1
,,,8.0,Never-married,,Not-in-family,White,0.0,0.0,48.0,United-States,0,1
66.0,Self-emp-inc,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,,,40.0,United-States,1,1
70.0,,HS-grad,9.0,Married-civ-spouse,,Husband,White,0.0,0.0,40.0,United-States,0,1
58.0,Self-emp-not-inc,10th,6.0,Married-civ-spouse,Craft-repair,Wife,White,0.0,1977.0,35.0,,1,0
60.0,Self-emp-not-inc,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,0.0,0.0,10.0,United-States,0,0
24.0,Local-gov,,6.0,,Craft-repair,Unmarried,Black,0.0,0.0,65.0,Haiti,0,1
61.0,,11th,7.0,Divorced,Other-service,,White,,0.0,36.0,United-States,0,0
35.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,,0,1
,Private,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,0.0,0.0,40.0,United-States,0,0
52.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Unmarried,,0.0,0.0,40.0,United-States,0,0
38.0,,Bachelors,13.0,,Sales,Husband,White,7298.0,0.0,50.0,United-States,1,1
39.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,40.0,United-States,0,1
,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,,Husband,White,0.0,0.0,50.0,United-States,0,1
52.0,Private,,9.0,Divorced,Adm-clerical,Unmarried,White,,0.0,,,0,0
41.0,Private,HS-grad,9.0,Separated,Machine-op-inspct,Unmarried,White,0.0,0.0,44.0,Cuba,0,0
37.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,,,0.0,55.0,United-States,0,1
38.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,45.0,United-States,1,1
,Private,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
38.0,Private,Masters,14.0,Never-married,Adm-clerical,Unmarried,White,0.0,0.0,40.0,United-States,0,0
38.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,,0.0,60.0,United-States,1,1
49.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,0.0,0.0,30.0,United-States,1,1
38.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,0.0,,,,1,1
,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Other-relative,White,0.0,0.0,55.0,United-States,0,1
40.0,Federal-gov,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,,0.0,40.0,United-States,1,1
20.0,Private,HS-grad,,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,40.0,United-States,0,1
34.0,Federal-gov,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,99.0,United-States,0,0
24.0,Private,Masters,14.0,,Adm-clerical,Not-in-family,White,0.0,,56.0,United-States,0,1
58.0,Federal-gov,Bachelors,,Separated,Prof-specialty,Not-in-family,White,4787.0,0.0,40.0,,1,1
,,Some-college,10.0,Never-married,,Own-child,White,0.0,0.0,,United-States,0,0
43.0,Private,HS-grad,9.0,Never-married,Craft-repair,,White,0.0,0.0,45.0,,0,1
38.0,Private,HS-grad,9.0,Never-married,Exec-managerial,Own-child,,0.0,0.0,40.0,United-States,0,0
42.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,0.0,0.0,40.0,United-States,0,1
27.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,40.0,United-States,0,1
18.0,Private,10th,6.0,Never-married,,Own-child,White,0.0,0.0,20.0,United-States,0,0
37.0,Private,HS-grad,9.0,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,27828.0,0.0,48.0,United-States,1,1
48.0,Private,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,0.0,0.0,65.0,,0,1
40.0,Private,7th-8th,4.0,,Other-service,Not-in-family,White,0.0,0.0,25.0,United-States,0,0
50.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,7688.0,0.0,50.0,Japan,1,1
57.0,Private,HS-grad,9.0,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,0.0,0.0,35.0,United-States,0,0
36.0,Local-gov,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,,,0.0,60.0,United-States,1,1
41.0,Private,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,0.0,0.0,40.0,United-States,0,1
90.0,Private,7th-8th,4.0,Married-civ-spouse,Machine-op-inspct,,White,,0.0,40.0,United-States,0,1
66.0,Private,7th-8th,4.0,Widowed,Other-service,Not-in-family,Black,0.0,0.0,10.0,United-States,0,0
34.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Wife,White,0.0,2179.0,12.0,United-States,0,0
23.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,0.0,0.0,1.0,Vietnam,0,1
35.0,Private,HS-grad,9.0,Married-civ-spouse,,Husband,White,0.0,0.0,,United-States,0,1
32.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,2407.0,0.0,40.0,United-States,0,1
33.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,0.0,0.0,50.0,,1,1
32.0,Self-emp-inc,,11.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,,United-States,0,1
31.0,Private,,10.0,,Craft-repair,Husband,Asian-Pac-Islander,0.0,0.0,40.0,United-States,0,1
32.0,Self-emp-not-inc,Some-college,10.0,,Sales,Husband,White,0.0,0.0,50.0,United-States,0,1
40.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,,White,0.0,0.0,40.0,United-States,0,1
27.0,Self-emp-not-inc,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,White,0.0,0.0,30.0,,0,1
34.0,Local-gov,HS-grad,,,Protective-serv,Not-in-family,Amer-Indian-Eskimo,0.0,0.0,40.0,United-States,0,1
35.0,Private,,,Married-civ-spouse,Other-service,Wife,,,0.0,40.0,United-States,1,0
29.0,,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,40.0,United-States,0,1
41.0,Private,HS-grad,9.0,Separated,Other-service,Unmarried,Black,0.0,0.0,20.0,United-States,0,0
33.0,State-gov,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,0.0,0.0,48.0,United-States,1,0
22.0,,,9.0,Married-civ-spouse,,Own-child,White,,0.0,20.0,,0,0
52.0,Private,,13.0,Married-civ-spouse,,,White,,0.0,40.0,United-States,1,1
20.0,Private,HS-grad,9.0,,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
,Local-gov,11th,7.0,Never-married,Protective-serv,Own-child,,,0.0,10.0,United-States,0,1
63.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,50.0,,1,1
49.0,Private,7th-8th,4.0,Divorced,,Unmarried,White,0.0,0.0,35.0,United-States,0,0
58.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,40.0,United-States,0,1
23.0,Self-emp-not-inc,HS-grad,9.0,Divorced,Other-service,Unmarried,White,0.0,0.0,50.0,United-States,0,0
59.0,Private,,9.0,Married-civ-spouse,,Husband,White,0.0,0.0,40.0,,1,1
49.0,Self-emp-not-inc,Some-college,,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,40.0,United-States,0,1
23.0,Local-gov,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,0.0,,15.0,United-States,0,0
,,10th,6.0,Never-married,,Own-child,White,0.0,0.0,40.0,United-States,0,1
20.0,Private,11th,7.0,Never-married,Handlers-cleaners,,White,0.0,,40.0,United-States,0,1
36.0,Private,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,1887.0,50.0,United-States,1,1
64.0,Private,Some-college,10.0,Widowed,Exec-managerial,Not-in-family,White,0.0,0.0,3.0,United-States,0,0
,,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,,0.0,40.0,United-States,0,0
63.0,Private,Assoc-acdm,12.0,Married-spouse-absent,Adm-clerical,Other-relative,White,0.0,0.0,,,0,0
51.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,Black,0.0,0.0,40.0,United-States,0,0
40.0,State-gov,Some-college,10.0,,Adm-clerical,Not-in-family,Black,0.0,0.0,35.0,United-States,0,0
55.0,Private,9th,5.0,,Craft-repair,Husband,White,,0.0,,United-States,0,1
35.0,Private,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,0.0,0.0,46.0,,0,1
30.0,Private,Bachelors,13.0,Never-married,Machine-op-inspct,Not-in-family,White,0.0,0.0,25.0,United-States,0,1
47.0,,Bachelors,13.0,Married-civ-spouse,,Husband,White,,0.0,18.0,United-States,0,1
,Private,10th,6.0,,,Not-in-family,Black,0.0,0.0,40.0,,0,1
17.0,,11th,7.0,,,,White,0.0,0.0,,United-States,0,0
32.0,Self-emp-not-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,,White,7688.0,0.0,45.0,United-States,1,1
55.0,Private,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,40.0,United-States,0,1
47.0,Local-gov,Some-college,10.0,Divorced,,Not-in-family,,0.0,0.0,56.0,United-States,1,1
50.0,Private,Bachelors,13.0,Divorced,Other-service,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
42.0,,HS-grad,9.0,Married-civ-spouse,Craft-repair,,Black,7688.0,0.0,45.0,United-States,1,1
32.0,Self-emp-not-inc,Some-college,10.0,,Craft-repair,,White,0.0,0.0,55.0,United-States,1,1
60.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,30.0,United-States,0,1
53.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
58.0,Private,Bachelors,,Widowed,Exec-managerial,Unmarried,White,,,40.0,United-States,1,1
45.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,30.0,United-States,0,1
31.0,Private,HS-grad,9.0,Never-married,Exec-managerial,Own-child,White,0.0,,,United-States,0,1
